embedding_id,asset_ref_title,visual_caption,source_asset_id,embedding_model_version,modality,owner_account_id,capture_date
EMB-10529,Loyalty Card Design - Candid Collateral,"A document-visual depicting a children's book illustration style artwork featuring cartoon animals in a forest setting, rendered in bright primary colors. Created for educational publishing and youth content. Title: Loyalty Card Design - Candid Collateral.",BA-004343,clip-vit-large-patch14-v1,document-visual,ACC-2567,2026-02-24
EMB-10530,Modern Kitchen Interior - Editorial Poster,"A graphic-design image featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Modern Kitchen Interior - Editorial Poster.",BA-003705,clip-vit-large-patch14-v1,image,ACC-5134,2025-12-30
EMB-10531,Boutique Storefront - Vibrant Graphic,"A lifestyle logo-vector capturing a customer testimonial scene in a coffee shop setting, with warm ambient lighting and branded environmental signage visible in the background. Reference: Boutique Storefront - Vibrant Graphic.",BA-003705,clip-vit-large-patch14-v1,logo-vector,ACC-3345,2026-02-15
EMB-10532,Case Study Visual - Dynamic Logo Lockup,"This graphic-design presents a case study visual with data visualization overlays and branded typography, serving as visual identity collateral for B2B marketing and client presentation decks. Asset reference: Case Study Visual - Dynamic Logo Lockup.",BA-004936,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2026-01-28
EMB-10533,Espresso Bar Setup - Warm Video Still,"A product-focused graphic-design featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Espresso Bar Setup - Warm Video Still.",BA-003734,clip-vit-base-patch32-v2,graphic-design,ACC-4234,2026-03-06
EMB-10534,Promotional Banner - Product-Focused Badge,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a graphic-design for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Promotional Banner - Product-Focused Badge.,BA-006262,clip-vit-base-patch32-v2,graphic-design,ACC-4234,2026-03-02
EMB-10535,Fitness Class Action Shot - Vibrant Collateral,"This logo-vector showcases lifestyle imagery from a boutique storefront environment, capturing the ambiance and apparel display in a warm, branded editorial style. Suitable for seasonal campaign and social media use. Referenced asset: Fitness Class Action Shot - Vibrant Collateral.",BA-006262,clip-vit-large-patch14-v1,logo-vector,ACC-4234,2026-02-28
EMB-10536,Email Header Graphic - Vibrant Collateral,"This graphic-design depicts a data dashboard screenshot with bar charts, pie graphs, and KPI metric cards in a SaaS analytics interface. The visual is used for software product documentation and UI design reference. Title: Email Header Graphic - Vibrant Collateral.",BA-006262,openai-ada-002-multimodal,graphic-design,ACC-4534,2025-11-25
EMB-10537,Boutique Storefront - Candid Graphic,"This graphic-design captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Boutique Storefront - Candid Graphic.",BA-003843,clip-vit-large-patch14-v1,graphic-design,ACC-1578,2025-12-15
EMB-10538,Discount Badge Graphic - Bold Photo,"This image presents a modern kitchen interior property photo with clean lines, natural light, and lifestyle staging. The image serves as a virtual tour still and brand identity collateral for real estate and hospitality marketing. Reference: Discount Badge Graphic - Bold Photo.",BA-003843,clip-vit-base-patch32-v2,image,ACC-3345,2025-12-23
EMB-10539,Boutique Storefront - Lifestyle Template,"This graphic-design captures a bird's-eye aerial photograph of a suburban neighborhood taken during daylight hours, showing residential streets and green spaces. Intended for urban planning and real estate overview use. Reference: Boutique Storefront - Lifestyle Template.",BA-001786,clip-vit-large-patch14-v1,graphic-design,ACC-4312,2026-01-10
EMB-10540,Virtual Tour Still - Saturated Template,"A lifestyle graphic-design capturing a customer testimonial scene in a coffee shop setting, with warm ambient lighting and branded environmental signage visible in the background. Reference: Virtual Tour Still - Saturated Template.",BA-002267,google-multimodal-embed-v1,graphic-design,ACC-2712,2026-01-27
EMB-10541,Salad Bowl Overhead - Rustic Graphic,"A stock photo depicting a generic open-plan office environment with natural light, collaborative workspaces, and unbranded technology equipment visible throughout. This image serves as a background asset for corporate presentations. Title: Salad Bowl Overhead - Rustic Graphic.",BA-002267,clip-vit-base-patch32-v2,image,ACC-4234,2025-12-18
EMB-10542,Modern Kitchen Interior - Rustic Graphic,"This graphic-design presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Modern Kitchen Interior - Rustic Graphic.",BA-006226,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2026-02-01
EMB-10543,Apparel Product Flatlay - Candid Logo Lockup,"This logo-vector presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Apparel Product Flatlay - Candid Logo Lockup.",BA-004592,openai-ada-002-multimodal,logo-vector,ACC-4934,2025-12-17
EMB-10544,Property Photo Exterior - Editorial Illustration,"This graphic-design presents a case study visual with data visualization overlays and branded typography, serving as visual identity collateral for B2B marketing and client presentation decks. Asset reference: Property Photo Exterior - Editorial Illustration.",BA-004592,clip-vit-large-patch14-v1,graphic-design,ACC-5534,2026-01-09
EMB-10545,Brand Identity Collateral - Product-Focused Poster,A image featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Brand Identity Collateral - Product-Focused Poster.,BA-004264,clip-vit-base-patch32-v2,image,ACC-5467,2026-02-26
EMB-10546,Menu Board Layout - Minimal Collateral,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a logo-vector for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Menu Board Layout - Minimal Collateral.,BA-007721,google-multimodal-embed-v1,logo-vector,ACC-4534,2025-12-09
EMB-10547,Espresso Bar Setup - Saturated Illustration,"This image presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Espresso Bar Setup - Saturated Illustration.",BA-002530,elastic-elser-v2-visual,image,ACC-3345,2026-03-02
EMB-10548,Italian Food Spread - Dynamic Illustration,"This image features a loyalty program graphic with loyalty card design elements, QR code placeholder, and brand wordmark, suitable for print and digital loyalty program deployment. Asset reference: Italian Food Spread - Dynamic Illustration.",BA-002719,clip-vit-large-patch14-v1,image,ACC-5534,2026-01-31
EMB-10549,Restaurant Dining Scene - Dynamic Collateral,"A image depicting a children's book illustration style artwork featuring cartoon animals in a forest setting, rendered in bright primary colors. Created for educational publishing and youth content. Title: Restaurant Dining Scene - Dynamic Collateral.",BA-002719,clip-vit-base-patch32-v2,image,ACC-2712,2025-12-20
EMB-10550,Class Schedule Poster - Saturated Logo Lockup,A video-frame featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Class Schedule Poster - Saturated Logo Lockup.,BA-001598,clip-vit-large-patch14-v1,video-frame,ACC-4234,2026-01-16
EMB-10551,Loyalty Card Design - Soft Video Still,"This video-frame captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Loyalty Card Design - Soft Video Still.",BA-005470,google-multimodal-embed-v1,video-frame,ACC-4234,2026-01-23
EMB-10552,Summer Sale Window Display - Rustic Poster,"A product-focused logo-vector featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Summer Sale Window Display - Rustic Poster.",BA-006844,google-multimodal-embed-v1,logo-vector,ACC-5334,2026-02-03
EMB-10553,Apparel Product Flatlay - Branded Illustration,"This graphic-design depicts a data dashboard screenshot with bar charts, pie graphs, and KPI metric cards in a SaaS analytics interface. The visual is used for software product documentation and UI design reference. Title: Apparel Product Flatlay - Branded Illustration.",BA-001315,openai-ada-002-multimodal,graphic-design,ACC-3134,2026-02-28
EMB-10554,Case Study Visual - Editorial Video Still,"This video-frame presents a case study visual with data visualization overlays and branded typography, serving as visual identity collateral for B2B marketing and client presentation decks. Asset reference: Case Study Visual - Editorial Video Still.",BA-007913,clip-vit-base-patch32-v2,video-frame,ACC-5467,2026-01-20
EMB-10555,Email Header Graphic - Branded Photo,"A graphic-design featuring a watercolor texture background in soft pastel tones, created as a decorative design element for greeting card and invitation templates. No brand-specific content is present. Title: Email Header Graphic - Branded Photo.",BA-001950,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2026-02-09
EMB-10556,Instagram Story Template - Artisan Video Still,"This image depicts a customer testimonial quote graphic with a candid customer smiling portrait, overlaid with branded typography and social proof messaging. Designed for Instagram story and promotional banner use. Asset: Instagram Story Template - Artisan Video Still.",BA-005773,openai-ada-002-multimodal,image,ACC-3901,2025-12-09
