asset_id,asset_title,asset_description,asset_type,content_category,business_vertical,campaign_theme,color_palette_tags,file_format,owner_account_id,is_active,upload_date,reuse_count,aspect_ratio
BA-100431,Neighborhood Store Class Schedule - Spring Awakening,"A high-impact Class Schedule built for General Small Business marketing, showcasing Italian food and pasta imagery within a sunset-orange-coral visual theme. This brand asset supports menu board design, restaurant dining collateral, and promotional banner placements. The asset includes logo variations aligned with the Spring Collection campaign and is suited for food and beverage imagery across social media graphic formats. Designed to drive engagement through loyalty program graphics and seasonal campaign messaging.",Class Schedule,Educational Content,General Small Business,Spring Collection,"['sunset-orange-coral', 'forest-green-gold']",PNG,ACC-1024,True,2026-01-12,27,1:1
BA-100432,Resort Social Media Graphic - VIP Access,"This Social Media Graphic was created to support Hospitality marketing efforts during the VIP Member Exclusive campaign period. Using a olive-terracotta visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Social Media Graphic,Customer Testimonial,Hospitality,VIP Member Exclusive,"['olive-terracotta', 'blush-rose-gold', 'rich-chocolate-caramel']",PNG,ACC-1001,True,2025-12-21,6,9:16
BA-100433,Local Business Email Template Header - Study Season,"A polished Email Template Header asset tailored for General Small Business use cases, aligned with the Back to School campaign narrative. The pastel-spring color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Email Template Header,Event & Campaign,General Small Business,Back to School,"['pastel-spring', 'charcoal-white-minimal', 'sunset-orange-coral']",PNG,ACC-1011,True,2026-02-06,5,16:9
BA-100434,Local Business Promotional Banner - VIP Perks,Generic Promotional Banner template stored in the asset library for General Small Business account holders. The sunset-orange-coral palette designation was auto-assigned during the upload workflow. This asset is classified under Loyalty Program for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Promotional Banner,Customer Testimonial,General Small Business,Loyalty Program,"['sunset-orange-coral', 'lavender-lilac']",PNG,ACC-1005,True,2026-01-09,6,16:9
BA-100435,Local Business Social Media Graphic - Spring Bloom,"A versatile Social Media Graphic crafted for General Small Business businesses, this asset anchors the Spring Collection campaign with a bold charcoal-white-minimal aesthetic. It encompasses logo variations, loyalty card graphics, and promotional banner formats for both digital and physical signage. Coffee shop signage, modern kitchen imagery, and spring collection themes are woven into the visual identity. The asset supports email marketing, menu board display, and brand refresh initiatives simultaneously.",Social Media Graphic,Food & Beverage Imagery,General Small Business,Spring Collection,['charcoal-white-minimal'],PNG,ACC-1008,True,2025-12-22,1,2:3
BA-100436,Vacation Rental Instagram Story Template - Brand Evolution,This Instagram Story Template is a general-purpose design template available for Hospitality use cases. The sunset-orange-coral color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Brand Refresh campaign classification for archival purposes.,Instagram Story Template,Social Media Content,Hospitality,Brand Refresh,"['sunset-orange-coral', 'cool-blue-silver', 'olive-terracotta']",PNG,ACC-1027,True,2026-03-07,28,9:16
BA-100437,Home Listings GIF Animation - Reviews & Praise,"This GIF Animation supports Real Estate promotional content needs within the Customer Testimonial Campaign campaign framework. Rendered in a muted-sage-taupe color scheme, it provides a flexible marketing graphic that adapts to various formats. The asset functions as visual collateral for social content, email campaigns, and physical display materials. Brand materials of this type are optimized for high reuse across seasonal and evergreen campaign cycles.",GIF Animation,Email Marketing,Real Estate,Customer Testimonial Campaign,['muted-sage-taupe'],JPEG,ACC-1004,False,2025-11-21,4,3:2
BA-100438,Bakery Case Study Layout - Introducing,This Case Study Layout is a general-purpose design template available for Food & Beverage use cases. The vibrant-tropical color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Product Launch campaign classification for archival purposes.,Case Study Layout,Social Media Content,Food & Beverage,Product Launch,"['vibrant-tropical', 'bright-citrus-yellow', 'electric-neon']",PNG,ACC-1017,True,2025-12-07,7,1:1
BA-100439,Realty Firm Logo - Spotlight Series,"A high-impact Logo built for Real Estate marketing, showcasing Italian food and pasta imagery within a bold-red-gold visual theme. This brand asset supports menu board design, restaurant dining collateral, and promotional banner placements. The asset includes logo variations aligned with the Community Spotlight campaign and is suited for food and beverage imagery across social media graphic formats. Designed to drive engagement through loyalty program graphics and seasonal campaign messaging.",Logo,Social Media Content,Real Estate,Community Spotlight,['bold-red-gold'],JPEG,ACC-1005,True,2025-11-22,1,1:1
BA-100440,Clothing Boutique Quote Graphic - New Year Goals,"A polished Quote Graphic asset tailored for Fashion & Apparel use cases, aligned with the New Year New You campaign narrative. The forest-green-gold color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Quote Graphic,Customer Testimonial,Fashion & Apparel,New Year New You,['forest-green-gold'],JPEG,ACC-1004,True,2025-11-14,6,16:9
BA-100441,Clothing Boutique Class Schedule - Limited Time Offer,"A polished Class Schedule asset tailored for Fashion & Apparel use cases, aligned with the Flash Sale campaign narrative. The blush-rose-gold color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Class Schedule,Business Operations,Fashion & Apparel,Flash Sale,"['blush-rose-gold', 'charcoal-white-minimal', 'warm-earth-tones']",PNG,ACC-1013,True,2026-01-25,1,2:3
BA-100442,Real Estate Agency Menu Board - Anniversary Special,"Built for Real Estate brands executing a Anniversary Celebration strategy, this Menu Board delivers clean visual collateral with a sunset-orange-coral palette. The asset is structured to serve as adaptable brand material for multiple marketing channels. Campaign assets like this one are designed for reuse across promotional content cycles. The layout supports both static and animated deployment as a marketing graphic or business signage piece.",Menu Board,Seasonal Promotion,Real Estate,Anniversary Celebration,"['sunset-orange-coral', 'pastel-spring', 'monochrome-black-white']",PDF,ACC-1006,False,2026-01-24,2,16:9
