@timestamp,incident_id,cell_id,enodeb_id,severity,incident_type,affected_subscribers,incident.mttd_minutes,incident.mttr_minutes,root_cause,detection_method,noc_team,vendor,region,resolved,resolution_action,incident_description
2025-10-23 14:33:01.404250,INC-00000890,CELL-000002,ENB-00030,High,Equipment Alarm,35,42.92442045874956,70.35526702941152,Configuration Error,Threshold Alert,NOC-NC,Samsung,Pacific,True,"Vendor support engaged, alarm clearance implemented, Configuration Error resolved permanently","Samsung equipment Equipment Alarm on CELL-000002, 35 users affected, resolved via parameter optimization"
2025-10-23 15:18:01.404250,INC-00000891,CELL-000023,ENB-00067,Medium,Handover Failure,712,29.147799003612146,35.34723441390878,Capacity Limit,ML Anomaly Detection,NOC-W,Samsung,Midwest,True,"Remote traffic rerouting performed by NOC-W, cell service restored after 35 minutes","Handover Failure on cell CELL-000023 affecting 712 subscribers, Medium severity, detected via ML Anomaly Detection"
2025-10-23 16:03:01.404250,INC-00000892,CELL-000009,ENB-00007,Medium,Configuration Error,372,11.691445612040061,187.4097291655484,Hardware Failure,Automated Health Check,NOC-SW,Ericsson,Great Lakes,True,"On-site technician dispatched, software patch completed, Hardware Failure addressed","Medium incident: Configuration Error in Great Lakes, root cause Hardware Failure, MTTD 11.7min MTTR 187.4min"
2025-10-23 16:48:01.404250,INC-00000893,CELL-000057,ENB-00055,Medium,Capacity Congestion,849,9.165307051100312,53.230927088082844,Configuration Error,ML Anomaly Detection,NOC-MA,Ericsson,Northwest,True,"Automated recovery procedure executed, equipment reset applied, monitoring for recurrence","Cell site CELL-000057 experiencing Capacity Congestion, 849 subscribers impacted, ML Anomaly Detection detection method"
2025-10-23 17:33:01.404250,INC-00000894,CELL-000123,ENB-00099,High,Capacity Congestion,516,7.326558606436415,175.43293835582242,Unknown,NOC Monitoring,NOC-MT,Nokia,Great Lakes,True,"NOC-MT performed traffic rerouting, root cause Unknown mitigated, service normalized","Capacity Congestion incident (High) affecting Great Lakes region, Unknown identified, resolved"
2025-10-23 18:18:01.404250,INC-00000895,CELL-000070,ENB-00008,Low,Cell Outage,1160,41.36616321044043,122.42305362276767,Environmental,Threshold Alert,NOC-GU,Ericsson,Pacific,True,"Vendor support engaged, software patch implemented, Environmental resolved permanently","Ericsson equipment Cell Outage on CELL-000070, 1160 users affected, resolved via alarm clearance"
2025-10-23 19:03:01.404250,INC-00000896,CELL-000101,ENB-00110,Medium,Handover Failure,661,31.888075961853655,90.07586769109119,Transport Issue,Threshold Alert,NOC-MA,Nokia,West,True,"Remote equipment reset performed by NOC-MA, cell service restored after 90 minutes","Handover Failure on cell CELL-000101 affecting 661 subscribers, Medium severity, detected via Threshold Alert"
2025-10-23 19:48:01.404250,INC-00000897,CELL-000046,ENB-00069,High,Configuration Error,1023,6.925438946561594,96.54816001616304,Environmental,NOC Monitoring,NOC-MA,Nokia,Mid-Atlantic,True,"On-site technician dispatched, software patch completed, Environmental addressed","High incident: Configuration Error in Mid-Atlantic, root cause Environmental, MTTD 6.9min MTTR 96.5min"
2025-10-23 20:33:01.404250,INC-00000898,CELL-000140,ENB-00037,Medium,Transport Issue,953,41.048071131159155,217.6175360462538,Vendor Issue,Threshold Alert,NOC-SW,Ericsson,Northeast,True,"Automated recovery procedure executed, configuration rollback applied, monitoring for recurrence","Cell site CELL-000140 experiencing Transport Issue, 953 subscribers impacted, Threshold Alert detection method"
2025-10-23 21:18:01.404250,INC-00000899,CELL-000119,ENB-00110,Medium,Software Bug,937,7.433297278220658,80.05463671849213,Vendor Issue,Subscriber Complaint,NOC-NW,Ericsson,South Central,True,"NOC-NW performed parameter optimization, root cause Vendor Issue mitigated, service normalized","Software Bug incident (Medium) affecting South Central region, Vendor Issue identified, resolved"
2025-10-23 22:03:01.404250,INC-00000900,CELL-000107,ENB-00078,Low,Configuration Error,747,33.66979582371088,147.96979503271623,Hardware Failure,Threshold Alert,NOC-MA,Nokia,West,True,"Vendor support engaged, hardware replacement implemented, Hardware Failure resolved permanently","Nokia equipment Configuration Error on CELL-000107, 747 users affected, resolved via parameter optimization"
2025-10-23 22:48:01.404250,INC-00000901,CELL-000137,ENB-00068,High,Handover Failure,1444,34.46523338282486,112.1053580225195,Software Bug,Threshold Alert,NOC-SC,Nokia,Great Lakes,True,"Remote capacity upgrade performed by NOC-SC, cell service restored after 112 minutes","Handover Failure on cell CELL-000137 affecting 1444 subscribers, High severity, detected via Threshold Alert"
2025-10-23 23:33:01.404250,INC-00000902,CELL-000064,ENB-00051,High,Degraded Performance,976,33.43803619869858,209.5950243767795,Vendor Issue,NOC Monitoring,NOC-SE,Ericsson,Central,True,"On-site technician dispatched, capacity upgrade completed, Vendor Issue addressed","High incident: Degraded Performance in Central, root cause Vendor Issue, MTTD 33.4min MTTR 209.6min"
2025-10-24 00:18:01.404250,INC-00000903,CELL-000004,ENB-00021,High,Configuration Error,317,36.90122312265456,235.11725317034433,Hardware Failure,Vendor Alarm,NOC-W,Ericsson,Northeast,True,"Automated recovery procedure executed, equipment reset applied, monitoring for recurrence","Cell site CELL-000004 experiencing Configuration Error, 317 subscribers impacted, Vendor Alarm detection method"
2025-10-24 01:03:01.404250,INC-00000904,CELL-000110,ENB-00005,High,Degraded Performance,462,26.792460938726634,214.53142954460495,Power Failure,Threshold Alert,NOC-W,Nokia,Midwest,True,"NOC-W performed alarm clearance, root cause Power Failure mitigated, service normalized","Degraded Performance incident (High) affecting Midwest region, Power Failure identified, resolved"
2025-10-24 01:48:01.404250,INC-00000905,CELL-000131,ENB-00143,High,Degraded Performance,428,44.151479830790976,21.803562928649978,Power Failure,Threshold Alert,NOC-SW,Nokia,Gulf,True,"Vendor support engaged, parameter optimization implemented, Power Failure resolved permanently","Nokia equipment Degraded Performance on CELL-000131, 428 users affected, resolved via equipment reset"
2025-10-24 02:33:01.404250,INC-00000906,CELL-000145,ENB-00114,Medium,Degraded Performance,1458,40.19795368030782,79.6836292842294,Vendor Issue,ML Anomaly Detection,NOC-AT,Samsung,Mountain,True,"Remote capacity upgrade performed by NOC-AT, cell service restored after 80 minutes","Degraded Performance on cell CELL-000145 affecting 1458 subscribers, Medium severity, detected via ML Anomaly Detection"
2025-10-24 03:18:01.404250,INC-00000907,CELL-000086,ENB-00080,Critical,Handover Failure,1065,44.03601836475287,187.24970992981133,Configuration Error,ML Anomaly Detection,NOC-GL,Samsung,West,False,"Incident investigation in progress, resolution pending","Critical incident: Handover Failure in West, root cause Configuration Error, MTTD 44.0min MTTR 187.2min"
2025-10-24 04:03:01.404250,INC-00000908,CELL-000063,ENB-00061,High,Software Bug,700,2.1599112433609684,165.56192208452902,Software Bug,ML Anomaly Detection,NOC-PA,Ericsson,Midwest,True,"Automated recovery procedure executed, parameter optimization applied, monitoring for recurrence","Cell site CELL-000063 experiencing Software Bug, 700 subscribers impacted, ML Anomaly Detection detection method"
2025-10-24 04:48:01.404250,INC-00000909,CELL-000004,ENB-00029,Low,Capacity Congestion,167,23.900317834875075,44.28825292362113,Software Bug,ML Anomaly Detection,NOC-SW,Samsung,Atlantic,True,"NOC-SW performed software patch, root cause Software Bug mitigated, service normalized","Capacity Congestion incident (Low) affecting Atlantic region, Software Bug identified, resolved"
2025-10-24 05:33:01.404250,INC-00000910,CELL-000073,ENB-00119,High,Equipment Alarm,741,20.02909552700944,184.20788546589506,Environmental,Threshold Alert,NOC-PA,Nokia,Great Lakes,False,"Incident investigation in progress, resolution pending","Nokia equipment Equipment Alarm on CELL-000073, 741 users affected, resolved via configuration rollback"
2025-10-24 06:18:01.404250,INC-00000911,CELL-000004,ENB-00027,Critical,Degraded Performance,419,12.181900096976033,86.15515566086734,Transport Issue,ML Anomaly Detection,NOC-W,Nokia,Mid-Atlantic,True,"Remote capacity upgrade performed by NOC-W, cell service restored after 86 minutes","Degraded Performance on cell CELL-000004 affecting 419 subscribers, Critical severity, detected via ML Anomaly Detection"
2025-10-24 07:03:01.404250,INC-00000912,CELL-000039,ENB-00072,Low,Handover Failure,78,6.829334040413247,47.50986060510909,Transport Issue,Threshold Alert,NOC-PA,Nokia,Mid-Atlantic,True,"On-site technician dispatched, parameter optimization completed, Transport Issue addressed","Low incident: Handover Failure in Mid-Atlantic, root cause Transport Issue, MTTD 6.8min MTTR 47.5min"
2025-10-24 07:48:01.404250,INC-00000913,CELL-000056,ENB-00139,Low,Configuration Error,185,5.557990565818756,139.50505518881235,Capacity Limit,NOC Monitoring,NOC-C,Nokia,North Central,False,"Incident investigation in progress, resolution pending","Cell site CELL-000056 experiencing Configuration Error, 185 subscribers impacted, NOC Monitoring detection method"
2025-10-24 08:33:01.404250,INC-00000914,CELL-000097,ENB-00140,Medium,Transport Issue,1180,20.239872823926664,216.52893189918979,Power Failure,ML Anomaly Detection,NOC-GL,Nokia,Northwest,True,"NOC-GL performed equipment reset, root cause Power Failure mitigated, service normalized","Transport Issue incident (Medium) affecting Northwest region, Power Failure identified, resolved"
2025-10-24 09:18:01.404250,INC-00000915,CELL-000001,ENB-00135,High,Handover Failure,1034,8.431912854531223,34.87062895915698,Power Failure,ML Anomaly Detection,NOC-W,Samsung,North Central,True,"Vendor support engaged, hardware replacement implemented, Power Failure resolved permanently","Samsung equipment Handover Failure on CELL-000001, 1034 users affected, resolved via parameter optimization"
2025-10-24 10:03:01.404250,INC-00000916,CELL-000005,ENB-00052,Medium,Capacity Congestion,1123,21.134371053022544,126.992894698766,Capacity Limit,NOC Monitoring,NOC-AT,Nokia,Southeast,True,"Remote equipment reset performed by NOC-AT, cell service restored after 127 minutes","Capacity Congestion on cell CELL-000005 affecting 1123 subscribers, Medium severity, detected via NOC Monitoring"
2025-10-24 10:48:01.404250,INC-00000917,CELL-000070,ENB-00137,Medium,Capacity Congestion,1284,14.031559590244225,29.240761613676973,Transport Issue,Subscriber Complaint,NOC-SW,Samsung,Great Lakes,False,"Incident investigation in progress, resolution pending","Medium incident: Capacity Congestion in Great Lakes, root cause Transport Issue, MTTD 14.0min MTTR 29.2min"
2025-10-24 11:33:01.404250,INC-00000918,CELL-000039,ENB-00144,High,Software Bug,983,38.84001710785051,152.09794177869907,Unknown,ML Anomaly Detection,NOC-W,Samsung,Mid-Atlantic,False,"Incident investigation in progress, resolution pending","Cell site CELL-000039 experiencing Software Bug, 983 subscribers impacted, ML Anomaly Detection detection method"
2025-10-24 12:18:01.404250,INC-00000919,CELL-000060,ENB-00081,Critical,Equipment Alarm,1282,27.3814649756787,120.13919396171949,Transport Issue,Subscriber Complaint,NOC-C,Nokia,West,True,"NOC-C performed capacity upgrade, root cause Transport Issue mitigated, service normalized","Equipment Alarm incident (Critical) affecting West region, Transport Issue identified, resolved"
2025-10-24 13:03:01.404250,INC-00000920,CELL-000034,ENB-00043,Medium,Equipment Alarm,1030,36.02900637289506,145.55479349445295,Power Failure,ML Anomaly Detection,NOC-NW,Samsung,South Central,True,"Vendor support engaged, alarm clearance implemented, Power Failure resolved permanently","Samsung equipment Equipment Alarm on CELL-000034, 1030 users affected, resolved via software patch"
2025-10-24 13:48:01.404250,INC-00000921,CELL-000028,ENB-00019,Medium,Software Bug,316,34.21972905674407,200.69213795723581,Configuration Error,ML Anomaly Detection,NOC-W,Samsung,West,True,"Remote alarm clearance performed by NOC-W, cell service restored after 201 minutes","Software Bug on cell CELL-000028 affecting 316 subscribers, Medium severity, detected via ML Anomaly Detection"
2025-10-24 14:33:01.404250,INC-00000922,CELL-000036,ENB-00046,Low,Transport Issue,847,29.30168831632599,50.84654597960436,Capacity Limit,ML Anomaly Detection,NOC-NC,Samsung,Pacific,False,"Incident investigation in progress, resolution pending","Low incident: Transport Issue in Pacific, root cause Capacity Limit, MTTD 29.3min MTTR 50.8min"
2025-10-24 15:18:01.404250,INC-00000923,CELL-000026,ENB-00077,Low,Configuration Error,61,29.12140628963624,25.437790259001964,Software Bug,ML Anomaly Detection,NOC-NW,Nokia,Gulf,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000026 experiencing Configuration Error, 61 subscribers impacted, ML Anomaly Detection detection method"
2025-10-24 16:03:01.404250,INC-00000924,CELL-000114,ENB-00045,Medium,Capacity Congestion,546,42.77750778549337,110.13420444360592,Power Failure,ML Anomaly Detection,NOC-SC,Ericsson,Southeast,True,"NOC-SC performed traffic rerouting, root cause Power Failure mitigated, service normalized","Capacity Congestion incident (Medium) affecting Southeast region, Power Failure identified, resolved"
2025-10-24 16:48:01.404250,INC-00000925,CELL-000092,ENB-00068,Low,Software Bug,932,32.65937661432747,86.00087560956348,Hardware Failure,Subscriber Complaint,NOC-SC,Nokia,Southwest,True,"Vendor support engaged, traffic rerouting implemented, Hardware Failure resolved permanently","Nokia equipment Software Bug on CELL-000092, 932 users affected, resolved via capacity upgrade"
2025-10-24 17:33:01.404250,INC-00000926,CELL-000079,ENB-00023,Critical,Configuration Error,1207,19.158055048125963,92.8694221913076,Vendor Issue,NOC Monitoring,NOC-AT,Ericsson,North Central,True,"Remote hardware replacement performed by NOC-AT, cell service restored after 93 minutes","Configuration Error on cell CELL-000079 affecting 1207 subscribers, Critical severity, detected via NOC Monitoring"
2025-10-24 18:18:01.404250,INC-00000927,CELL-000075,ENB-00107,Medium,Handover Failure,1186,10.10450200606884,203.42428245757094,Capacity Limit,ML Anomaly Detection,NOC-MW,Nokia,Mountain,True,"On-site technician dispatched, equipment reset completed, Capacity Limit addressed","Medium incident: Handover Failure in Mountain, root cause Capacity Limit, MTTD 10.1min MTTR 203.4min"
2025-10-24 19:03:01.404250,INC-00000928,CELL-000121,ENB-00119,Medium,Software Bug,1003,2.963242345068411,115.65354017070682,Capacity Limit,Threshold Alert,NOC-GU,Nokia,Northeast,True,"Automated recovery procedure executed, alarm clearance applied, monitoring for recurrence","Cell site CELL-000121 experiencing Software Bug, 1003 subscribers impacted, Threshold Alert detection method"
