experiment_id,experiment_name,retrieval_strategy,embedding_model,query_template,test_query,precision_at_5,recall_at_10,mrr_score,latency_ms,experiment_date,engineer_notes,deployed_to_production
EXP000817,Experiment 817 - semantic,keyword,bge-large-en,Template 5,Find approved logos suitable for digital and print use,0.795,0.596,0.662,2136,2025-10-14 15:05:07.853910,Testing latency improvements,False
EXP000818,Experiment 818 - semantic,keyword,all-MiniLM-L6-v2,Template 23,Find approved logos suitable for digital and print use,0.929,0.764,0.673,1181,2025-10-14 16:05:07.853910,Testing relevance improvements,True
EXP000819,Experiment 819 - semantic,composed,instructor-xl,Template 30,Find marketing assets for Q4 campaign with high engagement metrics,0.771,0.845,0.87,2994,2025-10-14 17:05:07.853910,Testing latency improvements,False
EXP000820,Experiment 820 - hybrid,composed,text-embedding-ada-002,Template 10,Search for campaign assets tagged with sustainability,0.942,0.435,0.909,1441,2025-10-14 18:05:07.853910,Testing latency improvements,False
EXP000821,Experiment 821 - keyword,filtered,instructor-xl,Template 25,Search for campaign assets tagged with sustainability,0.719,0.5,0.873,1322,2025-10-14 19:05:07.853910,Testing accuracy improvements,False
EXP000822,Experiment 822 - keyword,keyword,e5-large-v2,Template 4,Search for brand-compliant social media templates,0.766,0.672,0.704,694,2025-10-14 20:05:07.853910,Testing performance improvements,False
EXP000823,Experiment 823 - keyword,semantic,all-MiniLM-L6-v2,Template 4,Locate product demonstration videos from last quarter,0.895,0.58,0.809,2042,2025-10-14 21:05:07.853910,Testing relevance improvements,False
EXP000824,Experiment 824 - semantic,hybrid,gte-large,Template 32,Search for brand-compliant social media templates,0.427,0.596,0.597,822,2025-10-14 22:05:07.853910,Testing accuracy improvements,False
EXP000825,Experiment 825 - hybrid,keyword,bge-large-en,Template 38,Find marketing assets for Q4 campaign with high engagement metrics,0.944,0.819,0.877,1688,2025-10-14 23:05:07.853910,Testing performance improvements,False
EXP000826,Experiment 826 - keyword,hybrid,all-MiniLM-L6-v2,Template 17,Locate product demonstration videos from last quarter,0.603,0.405,0.812,2132,2025-10-15 00:05:07.853910,Testing performance improvements,False
EXP000827,Experiment 827 - semantic,multi_step,instructor-xl,Template 7,Search for campaign assets tagged with sustainability,0.451,0.64,0.856,2964,2025-10-15 01:05:07.853910,Testing relevance improvements,False
EXP000828,Experiment 828 - keyword,hybrid,bge-large-en,Template 9,Search for brand-compliant social media templates,0.858,0.664,0.739,1159,2025-10-15 02:05:07.853910,Testing relevance improvements,False
EXP000829,Experiment 829 - multi_step,multi_step,all-MiniLM-L6-v2,Template 4,Search for brand-compliant social media templates,0.544,0.551,0.583,2287,2025-10-15 03:05:07.853910,Testing latency improvements,False
EXP000830,Experiment 830 - multi_step,multi_step,gte-large,Template 13,Find approved logos suitable for digital and print use,0.777,0.447,0.627,2228,2025-10-15 04:05:07.853910,Testing performance improvements,False
EXP000831,Experiment 831 - semantic,semantic,instructor-xl,Template 1,Find marketing assets for Q4 campaign with high engagement metrics,0.681,0.843,0.735,1594,2025-10-15 05:05:07.853910,Testing relevance improvements,False
EXP000832,Experiment 832 - composed,multi_step,bge-large-en,Template 36,Find approved logos suitable for digital and print use,0.947,0.456,0.783,2395,2025-10-15 06:05:07.853910,Testing performance improvements,True
EXP000833,Experiment 833 - hybrid,filtered,e5-large-v2,Template 4,Search for brand-compliant social media templates,0.579,0.481,0.922,930,2025-10-15 07:05:07.853910,Testing latency improvements,False
EXP000834,Experiment 834 - filtered,keyword,instructor-xl,Template 2,Search for brand-compliant social media templates,0.691,0.646,0.877,1307,2025-10-15 08:05:07.853910,Testing relevance improvements,False
EXP000835,Experiment 835 - semantic,hybrid,all-MiniLM-L6-v2,Template 3,Search for campaign assets tagged with sustainability,0.389,0.714,0.852,776,2025-10-15 09:05:07.853910,Testing performance improvements,True
EXP000836,Experiment 836 - keyword,semantic,all-MiniLM-L6-v2,Template 25,Search for campaign assets tagged with sustainability,0.365,0.622,0.917,2537,2025-10-15 10:05:07.853910,Testing accuracy improvements,True
EXP000837,Experiment 837 - semantic,hybrid,gte-large,Template 15,Search for brand-compliant social media templates,0.376,0.661,0.954,1201,2025-10-15 11:05:07.853910,Testing accuracy improvements,True
EXP000838,Experiment 838 - semantic,semantic,instructor-xl,Template 17,Search for brand-compliant social media templates,0.389,0.454,0.534,1370,2025-10-15 12:05:07.853910,Testing performance improvements,False
EXP000839,Experiment 839 - hybrid,hybrid,gte-large,Template 38,Search for brand-compliant social media templates,0.423,0.616,0.725,876,2025-10-15 13:05:07.853910,Testing latency improvements,False
EXP000840,Experiment 840 - semantic,multi_step,instructor-xl,Template 10,Search for campaign assets tagged with sustainability,0.442,0.549,0.895,1867,2025-10-15 14:05:07.853910,Testing relevance improvements,False
EXP000841,Experiment 841 - multi_step,semantic,text-embedding-ada-002,Template 13,Search for campaign assets tagged with sustainability,0.68,0.446,0.596,428,2025-10-15 15:05:07.853910,Testing accuracy improvements,False
EXP000842,Experiment 842 - keyword,semantic,instructor-xl,Template 39,Find marketing assets for Q4 campaign with high engagement metrics,0.397,0.537,0.659,2222,2025-10-15 16:05:07.853910,Testing relevance improvements,False
EXP000843,Experiment 843 - hybrid,composed,instructor-xl,Template 3,Search for campaign assets tagged with sustainability,0.491,0.645,0.76,2235,2025-10-15 17:05:07.853910,Testing performance improvements,False
EXP000844,Experiment 844 - semantic,semantic,text-embedding-ada-002,Template 7,Find approved logos suitable for digital and print use,0.636,0.427,0.694,1896,2025-10-15 18:05:07.853910,Testing accuracy improvements,False
EXP000845,Experiment 845 - composed,multi_step,instructor-xl,Template 6,Find marketing assets for Q4 campaign with high engagement metrics,0.615,0.752,0.677,2901,2025-10-15 19:05:07.853910,Testing accuracy improvements,False
EXP000846,Experiment 846 - composed,hybrid,all-MiniLM-L6-v2,Template 30,Find marketing assets for Q4 campaign with high engagement metrics,0.732,0.493,0.737,1940,2025-10-15 20:05:07.853910,Testing performance improvements,False
EXP000847,Experiment 847 - composed,filtered,gte-large,Template 31,Find approved logos suitable for digital and print use,0.584,0.517,0.825,1241,2025-10-15 21:05:07.853910,Testing latency improvements,False
EXP000848,Experiment 848 - semantic,filtered,text-embedding-ada-002,Template 8,Find approved logos suitable for digital and print use,0.496,0.729,0.859,1435,2025-10-15 22:05:07.853910,Testing accuracy improvements,False
EXP000849,Experiment 849 - semantic,hybrid,e5-large-v2,Template 31,Search for campaign assets tagged with sustainability,0.813,0.812,0.614,2197,2025-10-15 23:05:07.853910,Testing relevance improvements,False
EXP000850,Experiment 850 - composed,hybrid,bge-large-en,Template 24,Search for brand-compliant social media templates,0.599,0.531,0.964,952,2025-10-16 00:05:07.853910,Testing accuracy improvements,True
EXP000851,Experiment 851 - multi_step,hybrid,bge-large-en,Template 29,Locate product demonstration videos from last quarter,0.392,0.618,0.62,520,2025-10-16 01:05:07.853910,Testing relevance improvements,False
EXP000852,Experiment 852 - hybrid,composed,text-embedding-ada-002,Template 35,Search for brand-compliant social media templates,0.575,0.442,0.567,528,2025-10-16 02:05:07.853910,Testing relevance improvements,False
EXP000853,Experiment 853 - semantic,semantic,gte-large,Template 32,Search for brand-compliant social media templates,0.633,0.654,0.936,2842,2025-10-16 03:05:07.853910,Testing latency improvements,False
EXP000854,Experiment 854 - multi_step,filtered,all-MiniLM-L6-v2,Template 31,Find marketing assets for Q4 campaign with high engagement metrics,0.603,0.586,0.809,177,2025-10-16 04:05:07.853910,Testing relevance improvements,False
EXP000855,Experiment 855 - composed,filtered,text-embedding-ada-002,Template 24,Find marketing assets for Q4 campaign with high engagement metrics,0.643,0.43,0.65,700,2025-10-16 05:05:07.853910,Testing relevance improvements,False
EXP000856,Experiment 856 - hybrid,multi_step,instructor-xl,Template 17,Locate product demonstration videos from last quarter,0.437,0.545,0.517,759,2025-10-16 06:05:07.853910,Testing relevance improvements,True
EXP000857,Experiment 857 - filtered,filtered,instructor-xl,Template 1,Search for campaign assets tagged with sustainability,0.48,0.706,0.839,1252,2025-10-16 07:05:07.853910,Testing latency improvements,False
EXP000858,Experiment 858 - hybrid,composed,gte-large,Template 13,Locate product demonstration videos from last quarter,0.551,0.577,0.51,1659,2025-10-16 08:05:07.853910,Testing performance improvements,False
EXP000859,Experiment 859 - hybrid,multi_step,gte-large,Template 3,Locate product demonstration videos from last quarter,0.546,0.452,0.637,1670,2025-10-16 09:05:07.853910,Testing accuracy improvements,False
EXP000860,Experiment 860 - filtered,filtered,e5-large-v2,Template 8,Search for campaign assets tagged with sustainability,0.876,0.497,0.646,691,2025-10-16 10:05:07.853910,Testing relevance improvements,True
EXP000861,Experiment 861 - multi_step,composed,gte-large,Template 35,Find approved logos suitable for digital and print use,0.703,0.552,0.817,540,2025-10-16 11:05:07.853910,Testing accuracy improvements,True
EXP000862,Experiment 862 - keyword,semantic,e5-large-v2,Template 20,Find approved logos suitable for digital and print use,0.501,0.486,0.805,1902,2025-10-16 12:05:07.853910,Testing performance improvements,False
EXP000863,Experiment 863 - filtered,semantic,gte-large,Template 4,Find marketing assets for Q4 campaign with high engagement metrics,0.722,0.784,0.721,1352,2025-10-16 13:05:07.853910,Testing latency improvements,True
EXP000864,Experiment 864 - keyword,composed,e5-large-v2,Template 2,Search for campaign assets tagged with sustainability,0.944,0.495,0.62,2052,2025-10-16 14:05:07.853910,Testing performance improvements,False
EXP000865,Experiment 865 - composed,filtered,all-MiniLM-L6-v2,Template 38,Search for campaign assets tagged with sustainability,0.675,0.447,0.613,244,2025-10-16 15:05:07.853910,Testing performance improvements,True
EXP000866,Experiment 866 - keyword,semantic,instructor-xl,Template 35,Search for brand-compliant social media templates,0.621,0.569,0.568,134,2025-10-16 16:05:07.853910,Testing performance improvements,False
EXP000867,Experiment 867 - semantic,composed,gte-large,Template 11,Search for brand-compliant social media templates,0.575,0.558,0.672,2554,2025-10-16 17:05:07.853910,Testing performance improvements,True
EXP000868,Experiment 868 - keyword,keyword,bge-large-en,Template 11,Locate product demonstration videos from last quarter,0.64,0.435,0.55,2220,2025-10-16 18:05:07.853910,Testing performance improvements,False
EXP000869,Experiment 869 - keyword,filtered,e5-large-v2,Template 22,Locate product demonstration videos from last quarter,0.787,0.479,0.617,2366,2025-10-16 19:05:07.853910,Testing latency improvements,False
EXP000870,Experiment 870 - filtered,multi_step,instructor-xl,Template 36,Locate product demonstration videos from last quarter,0.495,0.822,0.603,1801,2025-10-16 20:05:07.853910,Testing accuracy improvements,False
EXP000871,Experiment 871 - hybrid,hybrid,all-MiniLM-L6-v2,Template 38,Find marketing assets for Q4 campaign with high engagement metrics,0.807,0.501,0.545,1505,2025-10-16 21:05:07.853910,Testing relevance improvements,False
EXP000872,Experiment 872 - keyword,multi_step,e5-large-v2,Template 25,Locate product demonstration videos from last quarter,0.682,0.612,0.95,2943,2025-10-16 22:05:07.853910,Testing latency improvements,False
EXP000873,Experiment 873 - keyword,filtered,text-embedding-ada-002,Template 2,Search for campaign assets tagged with sustainability,0.699,0.402,0.834,536,2025-10-16 23:05:07.853910,Testing accuracy improvements,False
EXP000874,Experiment 874 - multi_step,composed,all-MiniLM-L6-v2,Template 40,Search for campaign assets tagged with sustainability,0.793,0.812,0.768,1810,2025-10-17 00:05:07.853910,Testing latency improvements,True
EXP000875,Experiment 875 - keyword,keyword,text-embedding-ada-002,Template 15,Locate product demonstration videos from last quarter,0.586,0.676,0.956,503,2025-10-17 01:05:07.853910,Testing accuracy improvements,False
EXP000876,Experiment 876 - multi_step,composed,all-MiniLM-L6-v2,Template 29,Locate product demonstration videos from last quarter,0.319,0.464,0.937,458,2025-10-17 02:05:07.853910,Testing latency improvements,False
EXP000877,Experiment 877 - semantic,filtered,e5-large-v2,Template 4,Search for brand-compliant social media templates,0.582,0.711,0.932,1557,2025-10-17 03:05:07.853910,Testing latency improvements,False
EXP000878,Experiment 878 - composed,hybrid,bge-large-en,Template 21,Search for brand-compliant social media templates,0.888,0.827,0.97,1017,2025-10-17 04:05:07.853910,Testing latency improvements,True
EXP000879,Experiment 879 - filtered,keyword,bge-large-en,Template 16,Search for brand-compliant social media templates,0.664,0.696,0.555,110,2025-10-17 05:05:07.853910,Testing accuracy improvements,True
EXP000880,Experiment 880 - multi_step,filtered,gte-large,Template 12,Locate product demonstration videos from last quarter,0.695,0.767,0.649,133,2025-10-17 06:05:07.853910,Testing relevance improvements,False
EXP000881,Experiment 881 - composed,hybrid,all-MiniLM-L6-v2,Template 15,Search for brand-compliant social media templates,0.749,0.604,0.749,2398,2025-10-17 07:05:07.853910,Testing relevance improvements,False
EXP000882,Experiment 882 - filtered,hybrid,text-embedding-ada-002,Template 33,Search for brand-compliant social media templates,0.937,0.512,0.836,778,2025-10-17 08:05:07.853910,Testing accuracy improvements,True
EXP000883,Experiment 883 - keyword,semantic,gte-large,Template 5,Search for brand-compliant social media templates,0.556,0.46,0.897,1471,2025-10-17 09:05:07.853910,Testing accuracy improvements,False
EXP000884,Experiment 884 - multi_step,composed,text-embedding-ada-002,Template 7,Find approved logos suitable for digital and print use,0.421,0.532,0.738,1271,2025-10-17 10:05:07.853910,Testing latency improvements,False
